1	177	221	42	128	0
2	177	221	42	128	0
3	177	221	42	128	0
4	177	220	42	128	0
5	177	219	42	128	0
6	177	218	42	128	0
7	177	217	42	128	0
8	177	216	42	128	0
9	177	215	42	128	0
10	177	214	42	128	0
11	177	213	42	128	0
12	177	213	42	128	0
13	177	212	42	128	0
14	177	211	42	128	0
15	177	210	42	128	0
16	177	209	42	128	0
17	177	208	42	128	0
18	173	204	42	128	0
19	173	203	42	128	0
20	173	201	42	128	0
21	173	201	42	128	0
22	172	200	42	128	0
23	171	200	42	128	0
24	170	200	42	128	0
25	169	200	42	128	0
26	168	200	42	128	0
27	168	200	42	128	0
28	168	199	42	128	0
29	168	198	42	128	0
30	168	197	42	128	0
31	168	197	42	128	0
32	168	197	42	128	0
33	167	197	42	128	0
34	166	196	42	128	0
35	166	195	42	128	0
36	165	194	42	128	0
37	164	194	42	128	0
38	162	194	42	128	0
39	162	194	42	128	0
40	162	193	42	128	0
41	162	193	42	128	0
42	160	195	30	116	0
43	160	195	30	116	0
44	160	195	30	116	0
45	160	194	30	116	0
46	160	193	30	116	0
47	160	192	30	116	0
48	160	192	30	116	0
49	159	191	30	116	0
50	158	191	30	116	0
51	156	191	30	116	0
52	155	191	30	116	0
53	154	191	30	116	0
54	154	190	30	116	0
55	154	189	30	116	0
56	154	189	30	116	0
57	154	188	30	116	0
58	154	187	30	116	0
59	154	186	30	116	0
60	154	186	30	116	0
61	153	186	30	116	0
62	152	186	30	116	0
63	152	186	30	116	0
64	152	186	30	116	0
65	152	186	30	116	0
66	152	185	30	116	0
67	152	184	30	116	0
68	152	183	30	116	0
69	152	182	30	116	0
70	152	182	30	116	0
71	151	182	30	116	0
72	151	182	30	116	0
73	150	181	30	116	0
74	150	181	30	116	0
75	149	181	30	116	0
76	148	181	30	116	0
77	148	181	30	116	0
78	148	180	30	116	0
79	148	180	30	116	0
80	146	176	30	116	0
81	146	175	30	116	0
82	145	175	30	116	0
83	145	174	30	116	0
84	145	174	30	116	0
85	145	175	26	106	0
86	145	175	26	106	0
87	145	174	26	106	0
88	145	173	26	106	0
89	145	172	26	106	0
90	145	171	26	106	0
91	145	170	26	106	0
92	144	170	26	106	0
93	143	170	26	106	0
94	142	170	26	106	0
95	140	170	26	106	0
96	139	170	26	106	0
97	138	170	26	106	0
98	138	170	26	106	0
99	138	169	26	106	0
100	138	168	26	106	0
101	138	167	26	106	0
102	138	165	26	106	0
103	138	164	26	106	0
104	138	164	26	106	0
105	138	163	26	106	0
106	138	162	26	106	0
107	138	161	26	106	0
108	138	160	26	106	0
109	138	160	26	106	0
110	140	162	26	98	0
111	140	162	26	98	0
112	140	161	26	98	0
113	140	160	26	98	0
114	140	159	26	98	0
115	140	159	26	98	0
116	140	159	26	98	0
117	140	158	26	98	0
118	139	158	26	98	0
119	139	158	26	98	0
120	139	158	26	98	0
121	139	158	26	98	0
122	139	157	26	98	0
123	139	156	26	98	0
124	139	156	26	98	0
125	138	156	26	98	0
126	137	156	26	98	0
127	137	156	26	98	0
128	137	156	26	98	0
129	137	156	26	98	0
130	137	156	26	98	0
131	137	156	26	98	0
132	136	156	26	98	0
133	136	156	26	98	0
134	135	156	26	98	0
135	135	155	26	98	0
136	135	154	26	98	0
137	135	153	26	98	0
138	135	152	26	98	0
139	132	152	26	98	0
140	132	151	26	98	0
141	132	151	26	98	0
142	131	150	26	98	0
143	130	149	26	98	0
144	130	148	26	98	0
145	129	147	26	98	0
146	128	147	26	98	0
147	127	147	26	98	0
148	126	147	26	98	0
149	125	147	26	98	0
150	125	146	26	98	0
151	125	146	26	98	0
152	125	144	26	98	0
153	125	144	26	98	0
154	125	147	26	94	0
155	125	147	26	94	0
156	125	147	26	94	0
157	125	147	26	94	0
158	125	146	26	94	0
159	125	145	26	94	0
160	125	145	26	94	0
161	125	145	26	94	0
162	125	145	26	94	0
163	125	145	26	94	0
164	125	144	26	94	0
165	125	143	26	94	0
166	125	143	26	94	0
167	124	143	26	94	0
168	123	143	26	94	0
169	123	142	26	94	0
170	123	141	26	94	0
171	122	141	26	94	0
172	122	141	26	94	0
173	121	141	26	94	0
174	120	141	26	94	0
175	120	140	26	94	0
176	120	139	26	94	0
177	120	138	26	94	0
178	120	137	26	94	0
179	120	136	26	94	0
180	119	136	26	94	0
181	118	136	26	94	0
182	118	136	26	94	0
183	118	135	26	94	0
184	118	134	26	94	0
185	118	133	26	94	0
186	118	132	26	94	0
187	118	131	26	94	0
188	117	131	26	94	0
189	117	130	26	94	0
190	117	129	26	94	0
191	117	129	26	94	0
192	114	134	26	86	0
193	114	134	26	86	0
194	114	133	26	86	0
195	113	133	26	86	0
196	113	133	26	86	0
197	112	132	26	86	0
198	111	132	26	86	0
199	110	132	26	86	0
200	110	132	26	86	0
201	110	131	26	86	0
202	110	130	26	86	0
203	110	130	26	86	0
204	110	130	26	86	0
205	110	130	26	86	0
206	110	129	26	86	0
207	110	129	26	86	0
208	110	128	26	86	0
209	110	127	26	86	0
210	110	127	26	86	0
211	108	127	26	86	0
212	108	127	26	86	0
213	107	127	26	86	0
214	106	127	26	86	0
215	105	127	26	86	0
216	105	127	26	86	0
217	105	127	26	86	0
218	105	126	26	86	0
219	104	125	26	86	0
220	104	125	26	86	0
221	103	125	26	86	0
222	103	125	26	86	0
223	103	124	26	86	0
224	103	124	26	86	0
225	103	124	26	86	0
226	103	124	26	86	0
227	103	124	26	86	0
228	103	124	26	86	0
229	103	123	26	86	0
