1	204	135	22	58	0
2	204	135	22	58	0
3	204	135	22	58	0
4	203	135	22	58	0
5	202	135	22	58	0
6	201	135	22	58	0
7	194	135	22	58	0
8	194	135	22	58	0
9	189	135	22	58	0
10	188	135	22	58	0
11	188	135	22	58	0
12	187	135	22	58	0
13	186	135	22	58	0
14	180	135	22	58	0
15	178	135	22	58	0
16	178	135	22	58	0
17	172	137	22	58	0
18	171	137	22	58	0
19	170	137	22	58	0
20	170	137	22	58	0
21	169	137	22	58	0
22	168	137	22	58	0
23	163	137	22	58	0
24	162	137	22	58	0
25	161	137	22	58	0
26	159	137	22	58	0
27	157	137	22	58	0
28	155	137	22	58	0
29	153	137	22	58	0
30	152	137	22	58	0
31	151	137	22	58	0
32	150	137	22	58	0
33	144	137	22	58	0
34	143	137	22	58	0
35	142	137	22	58	0
36	139	137	22	58	0
37	138	137	22	58	0
38	137	137	22	58	0
39	131	137	22	58	0
40	129	137	22	58	0
41	127	137	22	58	0
42	125	137	22	58	0
43	124	137	22	58	0
44	122	137	22	58	0
45	121	137	22	58	0
46	115	137	22	58	0
47	114	137	22	58	0
48	113	137	22	58	0
49	111	137	22	58	0
50	111	137	22	58	0
51	111	137	22	58	0
52	111	137	22	58	0
53	109	137	22	58	0
54	105	137	22	58	0
55	100	141	22	58	0
56	99	141	22	58	0
57	98	141	22	58	0
58	97	141	22	58	0
59	96	141	22	58	0
60	95	141	22	58	0
61	94	141	22	58	0
62	93	141	22	58	0
63	86	141	22	58	0
64	85	141	22	58	0
65	85	141	22	58	0
66	84	141	22	58	0
67	82	141	22	58	0
68	81	141	22	58	0
69	77	141	22	58	0
70	76	141	22	58	0
71	75	141	22	58	0
72	74	141	22	58	0
73	73	141	22	58	0
74	72	141	22	58	0
75	69	141	22	58	0
76	65	141	22	58	0
77	64	141	22	58	0
78	58	141	22	58	0
79	57	141	22	58	0
80	57	141	22	58	0
81	55	141	22	58	0
82	54	141	22	58	0
83	53	141	22	58	0
84	52	141	22	58	0
85	50	141	22	58	0
86	45	141	22	58	0
87	45	141	22	58	0
88	44	141	22	58	0
89	44	141	22	58	0
90	43	141	22	58	0
91	42	141	22	58	0
92	39	139	22	58	0
93	39	139	22	58	0
94	38	139	22	58	0
95	34	139	22	58	0
96	33	139	22	58	0
97	31	139	22	58	0
98	30	139	22	58	0
99	29	139	22	58	0
100	26	139	22	58	0
101	26	139	22	58	0
102	25	139	22	58	0
103	24	139	22	58	0
104	24	139	22	58	0
105	24	139	22	58	0
106	24	139	22	58	0
